user_id,precision,speed,switch_freq,label
U001,0.8778425236211607,313.3807445880437,3.265878659823813,0
U001,0.9017280266770751,348.3924007229356,2.7566868822465893,0
U001,0.877213536058546,280.60904600460157,5.496988844899898,0
U001,0.8973524664629626,371.78091362172444,4.064207806249344,0
U001,0.9247158284345646,294.1472314259811,2.5693930908310563,0
U001,0.8891721008014888,348.66480057236976,1.5286908413251619,0
U001,0.894081290293131,292.9852118068937,2.546831978209759,0
U001,0.8442035364365759,275.31394914213206,3.0029214542446687,0
U001,0.9007683718802232,328.63274445624955,0.9100664692250953,0
U001,0.8688764893185772,350.04661948512023,2.975102092660334,0
U001,0.9352811677555835,283.6551549193471,3.118094891347949,0
U001,0.8570776477019533,267.49094498399944,1.6740515784492396,0
U001,0.9421625814560735,295.91547551682527,2.479232341410636,0
U001,0.9145062380508145,301.54349030090555,2.88773902488424,0
U001,0.8920847710841975,293.69863662992543,3.8580781192958917,0
U001,0.904239814208658,348.9673851075473,6.248287353714203,0
U001,0.9052588838325116,320.4524070764538,3.001846891207353,0
U001,0.9135556256679701,279.2558499630028,2.2330705212891147,0
U001,0.8989665884082548,295.72035574051955,2.4835692407364625,0
U001,0.8559137802924695,338.8522878770801,1.694699377877884,0
U001,0.9126664728560105,264.19086646008884,2.681076472520571,0
U001,0.9114442020044301,353.44129199742736,3.0413144563074472,0
U001,0.8952719788710921,331.2854249661645,3.351894869935516,0
U001,0.8511321257715261,332.0759248465906,4.232273166738631,0
U001,0.9279760561791843,318.34205516151735,2.310972117094671,0
U001,0.8993836055987742,330.8645563001965,2.953680438288902,0
U001,0.8828778814035719,266.9822233428067,3.751226025648758,0
U001,0.8807325381011164,304.419467309224,3.71317426864529,0
U001,0.8807914598485701,339.2912067124396,2.8538622568267127,0
U001,0.9134309635746126,406.858301243716,3.310578687854055,0
U001,0.9191784805671794,310.1560320444817,3.389482067934754,0
U001,0.9130813672479,355.74205192894436,2.3893740905878667,0
U001,0.9285048094992445,303.5870874439809,2.925807144462842,0
U001,0.8992280376027509,280.4551877039129,1.9746347800623216,0
U001,0.8568622654707703,295.8422204132484,2.2564060186174473,0
U001,0.9056827903741047,270.5181083141918,3.9573189812847547,0
U001,0.8630883126559336,257.2015261358548,1.3961525140145226,0
U001,0.9232346352619847,335.26617070983065,2.2584426824764576,0
U001,0.9457094445240224,307.3901131279208,2.5144011911680035,0
U001,0.8888556871651283,369.3193504331388,3.6636144019918486,0
